"","doc_id","paragraph_id","sentence_id","sentence","token_id","token","lemma","upos","xpos","feats","head_token_id","dep_rel","deps","misc"
"183","doc12",1,3,"Tapi kalau ada acara atau event, buka di lapangan bisa sampai satu minggu.","10","lapangan",NA,"NOUN",NA,NA,"8","nmod",NA,NA
"184","doc12",1,3,"Tapi kalau ada acara atau event, buka di lapangan bisa sampai satu minggu.","11","bisa",NA,"ADV",NA,NA,"14","advmod",NA,NA
"185","doc12",1,3,"Tapi kalau ada acara atau event, buka di lapangan bisa sampai satu minggu.","12","sampai",NA,"ADP",NA,NA,"14","case",NA,NA
"186","doc12",1,3,"Tapi kalau ada acara atau event, buka di lapangan bisa sampai satu minggu.","13","satu",NA,"NUM",NA,"NumType=Card","14","nummod",NA,NA
"187","doc12",1,3,"Tapi kalau ada acara atau event, buka di lapangan bisa sampai satu minggu.","14","minggu",NA,"NOUN",NA,NA,"3","obl",NA,"SpaceAfter=No"
"188","doc12",1,3,"Tapi kalau ada acara atau event, buka di lapangan bisa sampai satu minggu.","15",".",NA,"PUNCT",NA,NA,"3","punct",NA,NA
"189","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","1","Kadang",NA,"PROPN",NA,NA,"2","nsubj",NA,NA
"190","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","2","ada",NA,"VERB",NA,NA,"0","root",NA,NA
"191","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","3","juga",NA,"ADV",NA,NA,"2","advmod",NA,NA
"192","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","4","yang",NA,"PRON",NA,NA,"5","nsubj",NA,NA
"193","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","5","menetap",NA,"VERB",NA,NA,"2","acl",NA,NA
"194","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","6","di",NA,"ADP",NA,NA,"7","case",NA,NA
"195","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","7","sini",NA,"PRON",NA,NA,"5","obl",NA,NA
"196","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","8","sambil",NA,"CCONJ",NA,NA,"9","cc",NA,NA
"197","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","9","menunggu",NA,"VERB",NA,NA,"2","conj",NA,NA
"198","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","10","pengunjung-pengunjung",NA,"NOUN",NA,NA,"9","obj",NA,NA
"199","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","11","yang",NA,"PRON",NA,NA,"12","nsubj",NA,NA
"200","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","12","keluar-masuk",NA,"ADJ",NA,NA,"10","amod",NA,"SpaceAfter=No"
"201","doc12",1,4,"Kadang ada juga yang menetap di sini sambil menunggu pengunjung-pengunjung yang keluar-masuk.","13",".",NA,"PUNCT",NA,NA,"2","punct",NA,"SpacesAfter=\s\n"
"202","doc13",1,1,"Mengenai kebersihannya bagaimana?","1","Mengenai",NA,"ADP",NA,NA,"2","case",NA,NA
"203","doc13",1,1,"Mengenai kebersihannya bagaimana?","2","kebersihannya",NA,"NOUN",NA,NA,"0","root",NA,NA
"204","doc13",1,1,"Mengenai kebersihannya bagaimana?","3","bagaimana",NA,"ADJ",NA,NA,"2","amod",NA,"SpaceAfter=No"
"205","doc13",1,1,"Mengenai kebersihannya bagaimana?","4","?",NA,"PUNCT",NA,NA,"2","punct",NA,"SpacesAfter=\n"
"206","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","1","Mengenai",NA,"ADP",NA,NA,"2","case",NA,NA
"207","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","2","kebersihan",NA,"NOUN",NA,NA,"7","obl",NA,"SpaceAfter=No"
"208","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","3",",",NA,"PUNCT",NA,NA,"7","punct",NA,NA
"209","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","4","kita",NA,"PRON",NA,NA,"7","nsubj",NA,NA
"210","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","5","sudah",NA,"ADV",NA,NA,"7","advmod",NA,NA
"211","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","6","pernah",NA,"ADV",NA,NA,"7","advmod",NA,NA
"212","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","7","rapatkan",NA,"VERB",NA,NA,"0","root",NA,NA
"213","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","8","dengan",NA,"ADP",NA,NA,"9","case",NA,NA
"214","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","9","DPR",NA,"PROPN",NA,NA,"7","obl",NA,"SpaceAfter=No"
"215","doc14",1,1,"Mengenai kebersihan, kita sudah pernah rapatkan dengan DPR.","10",".",NA,"PUNCT",NA,NA,"7","punct",NA,"SpacesAfter=\s\n"
"216","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","1","Kita",NA,"NOUN",NA,NA,"3","nsubj",NA,NA
"217","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","2","betul-betul",NA,"ADJ",NA,NA,"1","amod",NA,NA
"218","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","3","menjaga",NA,"VERB",NA,NA,"0","root",NA,NA
"219","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","4","betul",NA,"ADJ",NA,NA,"5","amod",NA,NA
"220","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","5","kebersihan",NA,"NOUN",NA,NA,"3","obj",NA,NA
"221","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","6","di",NA,"ADP",NA,NA,"7","case",NA,NA
"222","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","7","sini",NA,"PRON",NA,NA,"5","nmod",NA,"SpaceAfter=No"
"223","doc15",1,1,"Kita betul-betul menjaga betul kebersihan di sini.","8",".",NA,"PUNCT",NA,NA,"3","punct",NA,NA
"224","doc15",1,2,"Itu tanpa terkecuali.","1","Itu",NA,"PROPN",NA,NA,"0","root",NA,NA
"225","doc15",1,2,"Itu tanpa terkecuali.","2","tanpa",NA,"ADP",NA,NA,"3","case",NA,NA
"226","doc15",1,2,"Itu tanpa terkecuali.","3","terkecuali",NA,"VERB",NA,NA,"1","acl",NA,"SpaceAfter=No"
"227","doc15",1,2,"Itu tanpa terkecuali.","4",".",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"228","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","1","Kita",NA,"PROPN",NA,NA,"2","nsubj",NA,NA
"229","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","2","kerjasama",NA,"VERB",NA,NA,"0","root",NA,NA
"230","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","3","dengan",NA,"ADP",NA,NA,"4","case",NA,NA
"231","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","4","instansi",NA,"NOUN",NA,NA,"2","obl",NA,NA
"232","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","5","seperti",NA,"ADP",NA,NA,"6","case",NA,NA
"233","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","6","pamong",NA,"NOUN",NA,NA,"4","nmod",NA,NA
"234","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","7","praja",NA,"NOUN",NA,NA,"6","compound",NA,NA
"235","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","8","dan",NA,"CCONJ",NA,NA,"9","cc",NA,NA
"236","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","9","Dinas",NA,"PROPN",NA,NA,"7","conj",NA,NA
"237","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","10","Kebersihan",NA,"PROPN",NA,NA,"9","flat",NA,"SpaceAfter=No"
"238","doc15",1,3,"Kita kerjasama dengan instansi seperti pamong praja dan Dinas Kebersihan.","11",".",NA,"PUNCT",NA,NA,"2","punct",NA,NA
"239","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","1","Kalau",NA,"SCONJ",NA,NA,"3","mark",NA,NA
"240","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","2","mengenai",NA,"ADP",NA,NA,"3","case",NA,NA
"241","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","3","kebersihan",NA,"NOUN",NA,NA,"8","advcl",NA,"SpaceAfter=No"
"242","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","4",",",NA,"PUNCT",NA,NA,"3","punct",NA,NA
"243","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","5","kita",NA,"PRON",NA,NA,"8","nsubj",NA,NA
"244","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","6","betul",NA,"ADJ",NA,NA,"7","amod",NA,NA
"245","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","7","betul-betul",NA,"ADJ",NA,NA,"5","amod",NA,NA
"246","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","8","menjaga",NA,"VERB",NA,NA,"0","root",NA,NA
"247","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","9","kebersihan",NA,"NOUN",NA,NA,"8","obj",NA,NA
"248","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","10","di",NA,"ADP",NA,NA,"11","case",NA,NA
"249","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","11","sini",NA,"PRON",NA,NA,"8","obl",NA,"SpaceAfter=No"
"250","doc15",1,4,"Kalau mengenai kebersihan, kita betul betul-betul menjaga kebersihan di sini.","12",".",NA,"PUNCT",NA,NA,"8","punct",NA,"SpacesAfter=\n"
"251","doc16",1,1,"Bagaimana cara menjaga kebersihan itu?","1","Bagaimana",NA,"ADJ",NA,NA,"2","amod",NA,NA
"252","doc16",1,1,"Bagaimana cara menjaga kebersihan itu?","2","cara",NA,"NOUN",NA,NA,"3","nsubj",NA,NA
"253","doc16",1,1,"Bagaimana cara menjaga kebersihan itu?","3","menjaga",NA,"VERB",NA,NA,"0","root",NA,NA
"254","doc16",1,1,"Bagaimana cara menjaga kebersihan itu?","4","kebersihan",NA,"NOUN",NA,NA,"3","obj",NA,NA
"255","doc16",1,1,"Bagaimana cara menjaga kebersihan itu?","5","itu",NA,"DET",NA,NA,"4","det",NA,"SpaceAfter=No"
"256","doc16",1,1,"Bagaimana cara menjaga kebersihan itu?","6","?",NA,"PUNCT",NA,NA,"3","punct",NA,"SpacesAfter=\n"
"257","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","1","Misalnya",NA,"ADV",NA,NA,"2","advmod",NA,NA
"258","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","2","ada",NA,"VERB",NA,NA,"9","advcl",NA,NA
"259","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","3","pengunjung",NA,"NOUN",NA,NA,"2","obj",NA,NA
"260","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","4","buang",NA,"VERB",NA,NA,"3","acl",NA,NA
"261","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","5","sampah",NA,"NOUN",NA,NA,"4","obj",NA,NA
"262","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","6","sembarangan",NA,"NOUN",NA,NA,"5","compound",NA,"SpaceAfter=No"
"263","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","7",",",NA,"PUNCT",NA,NA,"2","punct",NA,NA
"264","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","8","kita",NA,"PRON",NA,NA,"9","nsubj",NA,NA
"265","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","9","pungut",NA,"VERB",NA,NA,"25","advcl",NA,NA
"266","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","10","sampah",NA,"NOUN",NA,NA,"9","obj",NA,NA
"267","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","11","itu",NA,"DET",NA,NA,"10","det",NA,"SpaceAfter=No"
"268","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","12",",",NA,"PUNCT",NA,NA,"9","punct",NA,NA
"269","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","13","lalu",NA,"SCONJ",NA,NA,"15","mark",NA,NA
"270","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","14","kita",NA,"PRON",NA,NA,"15","nsubj",NA,NA
"271","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","15","kasih",NA,"VERB",NA,NA,"25","advcl",NA,NA
"272","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","16","pengarahan",NA,"NOUN",NA,NA,"15","obj",NA,NA
"273","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","17","kepada",NA,"ADP",NA,NA,"18","case",NA,NA
"274","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","18","pengunjung",NA,"NOUN",NA,NA,"15","obl",NA,NA
"275","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","19","itu",NA,"DET",NA,NA,"18","det",NA,NA
"276","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","20","supaya",NA,"SCONJ",NA,NA,"25","mark",NA,NA
"277","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","21","lain",NA,"ADJ",NA,NA,"20","amod",NA,NA
"278","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","22","kali",NA,"ADV",NA,NA,"25","advmod",NA,NA
"279","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","23","dia",NA,"PRON",NA,NA,"25","nsubj",NA,NA
"280","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","24","tidak",NA,"PART",NA,"Polarity=Neg","25","advmod",NA,NA
"281","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","25","melakukan",NA,"VERB",NA,NA,"0","root",NA,NA
"282","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","26","itu",NA,"DET",NA,NA,"25","det",NA,NA
"283","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","27","lagi",NA,"ADV",NA,NA,"25","advmod",NA,"SpaceAfter=No"
"284","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","28",",",NA,"PUNCT",NA,NA,"25","punct",NA,NA
"285","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","29","tidak",NA,"PART",NA,"Polarity=Neg","30","advmod",NA,NA
"286","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","30","buang",NA,"VERB",NA,NA,"25","xcomp",NA,NA
"287","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","31","sampah",NA,"NOUN",NA,NA,"30","obj",NA,NA
"288","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","32","sembarangan",NA,"NOUN",NA,NA,"31","compound",NA,NA
"289","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","33","lagi",NA,"ADV",NA,NA,"30","advmod",NA,"SpaceAfter=No"
"290","doc17",1,1,"Misalnya ada pengunjung buang sampah sembarangan, kita pungut sampah itu, lalu kita kasih pengarahan kepada pengunjung itu supaya lain kali dia tidak melakukan itu lagi, tidak buang sampah sembarangan lagi.","34",".",NA,"PUNCT",NA,NA,"25","punct",NA,NA
"291","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","1","Seperti",NA,"ADP",NA,NA,"4","case",NA,NA
"292","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","2","juga",NA,"ADV",NA,NA,"1","advmod",NA,NA
"293","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","3","para",NA,"DET",NA,NA,"4","det",NA,NA
"294","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","4","pedagang",NA,"NOUN",NA,NA,"8","obl",NA,"SpaceAfter=No"
"295","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","5",",",NA,"PUNCT",NA,NA,"4","punct",NA,NA
"296","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","6","kami",NA,"PRON",NA,NA,"8","nsubj",NA,NA
"297","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","7","tidak",NA,"PART",NA,"Polarity=Neg","8","advmod",NA,NA
"298","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","8","melarang",NA,"VERB",NA,NA,"0","root",NA,NA
"299","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","9","mereka",NA,"PRON",NA,NA,"8","obj",NA,NA
"300","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","10","menjual",NA,"VERB",NA,NA,"8","xcomp",NA,NA
"301","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","11","di",NA,"ADP",NA,NA,"12","case",NA,NA
"302","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","12","sini",NA,"PRON",NA,NA,"10","obl",NA,"SpaceAfter=No"
"303","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","13",",",NA,"PUNCT",NA,NA,"10","punct",NA,NA
"304","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","14","yang",NA,"PRON",NA,NA,"16","nsubj",NA,NA
"305","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","15","penting",NA,"ADJ",NA,NA,"16","amod",NA,NA
"306","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","16","ikut",NA,"VERB",NA,NA,"10","acl",NA,NA
"307","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","17","aturan",NA,"NOUN",NA,NA,"16","obj",NA,"SpaceAfter=No"
"308","doc17",1,2,"Seperti juga para pedagang, kami tidak melarang mereka menjual di sini, yang penting ikut aturan.","18",".",NA,"PUNCT",NA,NA,"8","punct",NA,NA
"309","doc17",1,3,"Jangan sampai sehabis jualan langsung pulang.","1","Jangan",NA,"PART",NA,"Polarity=Neg","3","advmod",NA,NA
"310","doc17",1,3,"Jangan sampai sehabis jualan langsung pulang.","2","sampai",NA,"ADP",NA,NA,"3","case",NA,NA
"311","doc17",1,3,"Jangan sampai sehabis jualan langsung pulang.","3","sehabis",NA,"ADJ",NA,NA,"4","amod",NA,NA
"312","doc17",1,3,"Jangan sampai sehabis jualan langsung pulang.","4","jualan",NA,"NOUN",NA,NA,"6","nsubj",NA,NA
"313","doc17",1,3,"Jangan sampai sehabis jualan langsung pulang.","5","langsung",NA,"ADV",NA,NA,"6","advmod",NA,NA
"314","doc17",1,3,"Jangan sampai sehabis jualan langsung pulang.","6","pulang",NA,"VERB",NA,NA,"0","root",NA,"SpaceAfter=No"
"315","doc17",1,3,"Jangan sampai sehabis jualan langsung pulang.","7",".",NA,"PUNCT",NA,NA,"6","punct",NA,NA
"316","doc17",1,4,"Kita itu harus kerja sama.","1","Kita",NA,"NOUN",NA,NA,"4","nsubj",NA,NA
"317","doc17",1,4,"Kita itu harus kerja sama.","2","itu",NA,"DET",NA,NA,"1","det",NA,NA
"318","doc17",1,4,"Kita itu harus kerja sama.","3","harus",NA,"ADV",NA,NA,"4","advmod",NA,NA
"319","doc17",1,4,"Kita itu harus kerja sama.","4","kerja",NA,"NOUN",NA,NA,"0","root",NA,NA
"320","doc17",1,4,"Kita itu harus kerja sama.","5","sama",NA,"ADJ",NA,NA,"4","amod",NA,"SpaceAfter=No"
"321","doc17",1,4,"Kita itu harus kerja sama.","6",".",NA,"PUNCT",NA,NA,"4","punct",NA,"SpacesAfter=\s\n"
"322","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","1","Pokoknya",NA,"NOUN",NA,NA,"4","nsubj:pass",NA,NA
"323","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","2","kita",NA,"PRON",NA,NA,"1","det",NA,NA
"324","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","3","harus",NA,"ADV",NA,NA,"4","advmod",NA,NA
"325","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","4","mengerti",NA,"VERB",NA,NA,"0","root",NA,NA
"326","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","5","dengan",NA,"ADP",NA,NA,"6","case",NA,NA
"327","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","6","kesadaran",NA,"NOUN",NA,NA,"4","obl",NA,NA
